Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
1,18,5,1,26.6936445616103,56.4910954866261,1765.4303015054,8,1,0,9.45555688112579,71.9048792233794
2,7,2,1,24.0078305207701,58.4365522962927,1119.84573645371,2,1,0,17.639878469055,83.4011243002919
11,4,4,1,26.0725693947028,30.312862135481,1692.40516513553,1,1,1,5.86174240706109,88.0440476610728
3,11,5,1,23.8398159804916,34.9832872423323,1787.19868700346,4,0,1,0.006642,75.2346397119139
3,12,3,1,20.007565,38.3569608793281,1782.94639270203,0,0,1,9.94251256140454,53.263278
5,3,5,0,20.5579707546024,43.3217301252551,1798.27433501221,3,1,0,9.81419014217045,53.263278
1,6,1,0,24.3161380691935,47.1008683133303,1895.41012971839,6,0,0,15.2656385233004,71.9985488138216
10,0,2,1,28.6225057549365,57.6962051842255,1242.95354296406,8,0,1,17.9906068981451,79.6464960833051
1,4,0,0,20.8195950551736,34.9082396735052,1717.0324142051,4,0,1,1.42671604887862,57.9689135864594
3,2,4,1,21.3247810985231,59.0961684782481,1905.10520536784,9,1,1,3.46258914302927,69.5759318738723
9,5,1,1,22.1917641588568,59.969085,1667.94567756517,6,0,0,17.2113222733751,77.2140564492013
1,7,2,1,23.1828442487209,31.6799197801105,1633.95532954311,8,0,0,27.5170992500373,74.1319061773031
8,9,1,1,22.8622409370074,50.1419094863729,1644.2830312102,6,0,1,8.42367950236665,73.2070527414627
8,21,2,0,21.737279575408,30.015975,1797.83609012337,3,1,0,14.2616518840923,79.3894692608551
4,2,2,0,26.5260101779978,31.4212326772187,1117.84898980016,1,0,0,15.5481697912422,79.083945686812
10,10,4,1,26.0244917091832,59.969085,1886.67783176027,9,1,1,13.0120198405858,71.7931494501905
5,1,2,0,28.2685336804814,53.2651475732995,1076.97529102637,5,0,1,6.38684739845171,66.8016380291457
2,5,6,0,28.9646979140306,59.2534259281127,1974.21546994077,9,0,0,29.8215211892393,86.7398720265898
3,17,3,1,29.998671,43.6831908053993,1039.29378356042,7,0,0,27.9054575132941,79.339767996445
7,3,5,0,22.9327362637161,42.6373624047332,1000.512661,4,0,1,0.006642,76.3036405893804
8,13,4,0,26.5624813169273,59.969085,1563.24031028385,2,1,1,17.5465494555242,75.5903841678501
5,14,2,0,20.007565,44.5642526988655,1847.43828311733,2,1,0,0.006642,69.1808838111961
3,20,5,1,25.9573867606677,59.0395960233471,1853.1449053377,4,0,0,24.7136553270339,68.5489763720686
4,21,6,1,23.0990631970771,35.3852262776067,1058.41407870998,3,1,0,6.35856781021803,77.752829634538
8,2,5,1,29.998671,30.015975,1666.6875153975,9,0,0,3.73384278276374,88.3343933767555
1,14,6,0,22.4308628981224,54.4134879363027,1504.02988711438,5,0,1,24.6747824304352,65.1712462392577
2,16,3,0,26.3791749485469,56.6236053495746,1504.34013421535,4,1,1,13.042606151754,83.6075799401109
11,14,3,0,27.3875535456133,47.6317632708324,1331.04731506806,5,1,0,8.09216679860188,72.0402268629438
2,13,6,1,21.5111299536388,44.1249493525861,1385.89897694283,9,0,1,19.8017392491678,70.3407789826925
4,7,6,1,28.2482795704617,31.8457207953839,1176.16580182651,5,0,1,22.4812498472655,85.1121067258129
8,10,1,0,21.131413108354,34.7250312225448,1531.52669585307,9,1,0,29.965327,60.81663900589
12,12,4,1,24.2971737666846,40.657481037696,1181.01395564117,3,0,0,22.7531585360817,80.9231225079857
2,19,3,0,24.3796256319431,39.066449284467,1875.18534610091,6,1,1,3.87228459734243,81.0972060868215
7,21,0,0,29.0479187146334,59.969085,1660.06394507807,3,0,1,22.7046161799425,88.4398783073307
3,3,0,0,24.9628142062236,45.7691002175833,1412.51069425468,7,1,0,7.81523521430523,68.7448584017278
12,14,0,1,22.8937444879387,40.8784613088051,1381.79855124157,9,0,0,29.965327,67.7029292607198
1,3,3,1,22.2317063486917,37.7948473582152,1981.68000719769,4,1,0,25.4858747338288,77.4324351817131
10,23,0,0,25.9367650737035,34.2200235785894,1178.46718434957,7,0,1,0.006642,89.6138481187696
11,6,0,0,24.0267567710494,30.015975,1187.82109110062,9,0,0,14.3186989577576,75.0750310346721
10,18,0,1,24.8332123271519,31.5807517572301,1693.15044246594,6,1,0,0.006642,83.7335315830732
4,5,0,0,23.4714845322341,48.37142642831,1527.25864118429,0,1,0,11.5956523395643,63.3611978297055
1,10,6,0,23.287661745147,47.4020650974,1586.37392653773,4,0,0,0.481533451660498,62.7421584189202
1,18,1,1,24.1192902263884,48.5522245240184,1666.87763609853,4,1,1,11.1367951509707,82.223456120349
7,5,5,0,25.0345800559194,59.969085,1292.07281040738,9,1,0,10.8458702910592,69.1324586511845
9,18,4,1,23.4253240121245,35.2100465762207,1905.04740442198,2,0,1,15.3337920279823,59.9941834011683
1,7,2,1,29.6472475088262,56.6304827886474,1930.90934436542,7,1,0,3.77203515720573,87.2448205849662
8,0,4,0,23.8946133677889,54.0996301020576,1738.29548692258,6,1,1,7.10034861863654,70.5845068540636
8,4,3,0,20.3816224452228,41.145058327179,1156.43963467381,7,1,1,28.8190055897652,87.5780201435929
1,2,6,0,20.4236232219165,46.8390881240692,1696.39518355118,1,1,0,28.9625090294885,67.2906045578868
5,19,5,0,23.3456656939406,44.3091243351604,1077.19357496368,1,0,1,0.006642,63.6753719205963
10,13,3,0,21.0389089302754,30.015975,1419.7200982873,2,1,0,7.38035222535504,75.0660345519472
12,22,0,0,25.5820280789384,41.1223679157388,1592.24457297987,0,1,0,28.1647412738211,75.1783203633364
5,10,2,0,26.9513885693426,58.6274820472935,1541.40777560885,6,0,1,14.5402850791105,95.039256007124
4,6,0,0,24.6399051207969,30.015975,1969.75975058151,0,0,1,9.09036600872371,85.3433227318288
6,5,5,0,27.7692319994966,54.9469274262688,1096.9430583686,0,1,0,0.006642,65.2301744314674
6,9,3,0,26.1056609355466,55.8208231115571,1304.45967603788,0,0,0,25.0981557333076,78.922471799205
4,10,6,0,22.7477912973851,46.9059522136151,1999.982252,5,1,1,14.9589704251196,67.4733883628354
2,5,4,1,24.8935300322611,39.7644468754003,1171.57375946667,8,1,1,15.6392560283067,81.3749157454024
11,2,3,0,26.5171418404084,51.242159578824,1776.30512337232,8,0,0,29.9186006560588,80.9621322984913
1,0,3,0,26.8251593492682,42.2419194067743,1882.68715560766,6,1,0,22.3228606825117,84.7591132728982
1,8,2,1,22.655824352378,54.1638182859545,1086.47595697501,7,0,1,8.77976319994638,73.2068674222959
9,18,4,0,23.4383820009245,57.7434669551096,1778.23444683622,4,0,0,29.965327,67.4052593998222
6,3,1,1,26.7427574557158,40.35283973172,1106.47450724159,1,1,1,3.334661954692,61.208819413327
12,12,0,1,26.556713711345,57.2583560050664,1569.94994579417,3,0,0,17.8485895011252,85.1624419190116
1,20,1,1,23.7227527046521,49.1060979467967,1785.843658715,2,1,0,19.426209860804,76.6668270552427
6,14,0,0,28.4351300789346,57.3000435367354,1999.982252,0,1,1,18.6401304630421,70.8532037495499
9,13,4,1,27.2672972590042,34.9653973845571,1199.7424955273,7,1,1,17.7158305158526,81.2724647773601
6,22,2,0,23.665713267218,47.0349842090299,1989.56076264559,2,0,1,19.2786341747159,66.4390115030102
9,17,3,1,28.8987112025784,54.9788098705245,1509.33751907494,6,1,0,27.5397970996111,87.814207106483
11,8,0,0,28.4593927036678,48.5008939253813,1682.5704211702,6,0,1,10.609373798471,92.2804808653396
6,19,6,1,27.4147150595586,43.0443651441771,1192.0605168834,9,1,0,10.5719408676288,74.2286567645596
12,11,1,0,24.0708952671214,40.1255043587134,1509.97318365401,2,0,0,15.4262544865767,78.7613066937955
7,9,5,1,20.6825200060862,42.5663382469831,1624.73056213462,7,1,0,15.496984430912,59.4808513282131
1,23,3,0,28.7790587379067,46.1366098063583,1531.35485143515,3,0,0,1.95651373335885,87.4159065913611
2,12,2,1,28.797385106003,44.3912535181633,1505.01269528235,3,0,0,17.879136254878,88.2943199183058
5,11,3,1,29.998671,47.4449027494748,1939.95606648024,9,0,0,16.5621000985641,82.8108766506004
1,10,3,0,24.2091382384602,55.1048493586863,1310.21662791243,6,1,1,15.7174988735441,84.0109714542495
6,1,1,1,24.2624926937134,54.6688185097041,1851.07770208429,6,0,1,12.6440395480571,75.2011760602555
11,23,3,0,26.8898878852118,41.4347250602376,1452.64344929433,4,1,1,0.006642,87.8997721649458
3,4,4,1,27.9037582158144,36.0496131264336,1393.42154534189,1,1,0,0.530017630136936,73.2647356176865
9,14,4,0,26.3325135989573,57.5117378908591,1772.77611730939,9,1,1,11.3505715295761,78.2540482975973
10,9,0,0,27.442389608298,42.1428712523821,1704.62944675336,5,0,1,7.36410438657364,67.3313620772489
3,0,3,1,22.4243242580969,39.5374672940888,1021.05864309504,5,0,1,15.926204925289,65.1060465542089
5,21,1,1,25.3187490166514,52.1242318249361,1541.98710367023,3,0,0,11.8095971510013,79.177947265359
11,7,0,0,23.7393979697091,46.5228449220584,1051.38170699823,3,0,1,20.0919532514489,78.2804339999518
6,6,6,1,29.3556090339845,55.9783145713562,1600.25179951083,3,0,1,1.06568270471309,72.8275226529735
12,0,2,0,26.8360263706569,41.5020745484995,1595.70169819338,4,0,1,0.674342157362375,77.5222353052883
9,8,0,1,27.7189921279168,45.3074292955338,1293.25295005517,5,0,0,12.7048434023102,73.6822011259284
12,0,2,1,26.4138141523607,54.8276568358729,1535.20227882859,5,1,1,14.0524637018757,79.4435054674025
3,19,3,0,21.7709542955776,48.0721084222367,1695.29021132532,3,1,1,29.7003786846704,73.4178842440267
11,18,6,0,20.007565,46.4886374497181,1686.0321540134,9,1,0,14.9675608190837,57.6271647983748
7,1,1,1,23.6323228026741,54.4279613619647,1542.10148887358,7,1,0,0.006642,75.3029915343807
4,6,5,1,29.9123647929164,38.0680784964864,1999.982252,4,1,1,13.3392976003859,85.0367101535705
6,18,2,0,23.0842292273746,53.7013094595149,1522.39237756879,1,0,1,15.5489547418888,75.7008904560643
7,3,0,0,20.007565,30.015975,1000.97885845878,9,0,0,22.8246440705964,79.3364170517139
10,10,6,1,28.834860994276,43.6805292808131,1645.07712988168,5,0,1,13.5326290202423,89.7172639538222
4,12,2,0,26.8524372749435,39.9625518448433,1214.97072485873,0,1,1,21.5731929798137,77.9312807257337
2,10,3,1,22.595292162458,33.6094947170319,1013.537570531,1,1,1,18.2175403662932,69.2203741097206
8,15,2,0,28.4302062690346,48.4103907167033,1358.39583811079,7,1,0,3.26995884468265,70.7765559810202
11,20,0,1,28.96153162891,59.8198271687759,1490.83449472429,6,0,1,0.006642,97.1153319561384
3,4,4,1,27.6675059733868,59.969085,1695.70192960447,2,0,1,6.36357204149166,76.7892342946186
6,1,3,0,20.8741223496856,32.9337444239557,1619.80112657393,9,0,1,27.2123131209753,71.1766871851223
2,0,2,0,28.7981476343629,44.1860388144097,1160.5079245891,6,0,0,25.1878192095362,84.3774579273694
11,3,4,1,23.7896753388526,36.8716865427103,1979.35316007179,2,1,1,1.09737760678277,89.5011501584383
1,5,5,0,20.0836672938633,50.7916700359596,1903.85353591943,6,1,0,4.55191579629641,61.6954194426331
1,12,3,1,20.1450949500362,54.1466994028932,1021.60425176522,6,0,0,20.0205434927443,65.2889828311176
4,18,6,0,22.4804627056782,49.3033748326383,1537.90375393217,0,1,1,24.5541766137101,75.2932630181247
5,22,4,0,24.7696191945318,55.7391611889169,1423.1740602039,3,0,1,7.98425992842065,74.8626341958349
2,17,1,0,28.7392142604689,40.6135644558555,1581.02821940783,8,1,1,17.3757173147543,84.4861807721072
1,7,4,0,26.2081671542722,38.8100266584609,1717.39285109962,5,1,1,3.31447869342256,80.7910919568354
8,14,4,1,25.4053807151831,37.77056201699,1358.01890479793,0,1,0,6.43007294062153,72.5046255583933
5,4,0,0,22.3397513627731,50.7423178071074,1507.5272773087,7,1,0,0.006642,69.637550150202
1,18,0,1,28.045369751086,39.324409194419,1120.32650353927,3,1,0,21.2363384573319,95.0709621683288
8,22,5,1,22.2797502620319,43.8399681441049,1643.94270154081,1,1,0,19.6507815717881,72.8055878174126
9,12,2,0,29.3715637259224,30.015975,1159.7010463117,7,0,0,22.6614171040084,90.3445624056778
12,11,4,0,22.0560293488497,59.3421698371653,1243.82279665059,3,1,1,29.965327,80.6495331751522
1,17,6,1,23.2245157117122,52.9882857331073,1370.44925639304,9,1,0,3.3908771895145,74.4413985720347
10,15,4,0,25.4323496736563,46.2440485116894,1053.54842972648,0,0,0,26.2503800551606,82.4550623173117
4,21,6,1,25.0400275744848,49.2801350605759,1938.98481661016,9,1,1,19.8390464415044,90.9088278415037
1,19,3,1,26.0601521263626,40.4232348131628,1318.38877305551,7,0,0,27.5028612473846,83.1666107824093
8,8,6,1,23.4144330425172,49.5100309103383,1697.45786632492,0,1,1,29.3664317177286,64.0670499110047
11,14,0,0,25.0487692825548,43.9534651842933,1348.62924909047,5,1,0,16.782113479545,89.281864156657
11,7,2,0,26.5622354449687,49.3531034339325,1840.57779235138,3,1,1,28.6628086916123,83.4274320746792
6,6,2,0,29.5136177108744,45.6120892100152,1638.2903065779,9,1,1,17.549588705096,74.0362842616794
11,22,6,0,28.6937312358183,50.9196467182426,1086.30234070715,9,1,0,8.64037615676532,99.20112
10,6,6,1,29.998671,43.17744495947,1817.41974257146,8,0,1,27.7598530595588,83.8623991264872
10,6,3,1,27.2312472650055,50.5424692450052,1999.982252,4,1,0,13.6210473159899,78.6962006069777
5,8,6,1,20.5600843830435,30.574790718163,1513.36855466548,5,0,1,20.2194448064702,74.1281836821567
1,16,4,1,20.3981582352852,30.1532312292416,1388.29132638377,3,1,1,12.1271729237643,76.2282575624068
10,1,4,1,25.6348176940814,51.8197801821741,1189.42773472806,7,1,1,26.2991237971349,77.0308632207005
1,13,4,1,21.7821476553143,58.5823701572407,1815.33095651668,8,1,1,3.52280785709883,67.272655256706
11,4,0,1,24.8970433883349,38.5474491791133,1091.80145261131,4,1,1,16.5115400141614,87.7162284509649
10,4,2,0,27.1320559783712,59.2202850670319,1253.4626429652,8,1,1,3.52879822989481,82.3773474011661
7,15,6,0,20.2731652424571,53.9948972451449,1333.250890068,7,0,1,6.69032151092717,67.6739983217744
5,6,4,1,24.145046441774,58.3471779532157,1146.64384068261,9,0,1,19.2778821895684,84.9784496902812
12,9,2,1,20.007565,43.3008943553593,1673.21271616052,4,1,1,16.1338934653207,83.0140346750616
8,21,6,0,25.6367872951182,47.8207231266762,1999.982252,7,0,1,8.89588605451523,70.2420464469148
9,19,6,1,23.6024317225855,33.5109750530984,1445.38135666168,9,0,1,4.03328526639969,66.3332328743422
7,13,0,1,20.6271903161055,49.1378005784656,1861.57643932454,5,1,0,27.1257112387786,56.0145897350079
2,9,5,1,22.2645667758224,40.7357524886483,1315.02431090318,1,0,0,20.5409057955915,68.01886834133
1,18,3,1,25.5249733480568,37.2487676150729,1087.80399238717,5,0,0,8.68697736377394,79.2106342049561
9,11,0,0,26.5874282957786,59.969085,1108.11129016773,1,1,0,6.02316450060528,64.9888631858812
5,0,3,0,25.5369942863852,43.7852366582067,1756.73864163045,7,0,1,14.7698786916522,84.4712491109741
5,18,6,0,20.007565,57.0593676442687,1359.16813287582,6,0,1,27.5513607196567,66.0178655867424
6,15,0,1,20.007565,32.049601624065,1397.25986665987,0,1,1,10.8768320684596,90.2149335441136
5,6,6,1,23.6276198888847,39.5026088454385,1412.96283774178,2,0,0,27.9909955137394,74.2112151116478
4,19,3,0,25.5302426735249,37.8559366720423,1999.982252,4,1,0,19.5148180836905,90.8546699062617
9,2,3,1,28.0769597392514,32.5063409046723,1240.08324573025,9,0,0,14.1424657443525,75.213906152703
12,11,3,0,25.70900476208,33.9736001201518,1611.48992815529,9,1,0,21.8382241345357,71.4435463979742
5,20,3,0,23.6985713254602,50.2429555867652,1853.02312048366,3,0,0,0.006642,65.8173651534203
11,12,4,0,25.0455543141242,37.6085878958049,1830.27913145317,6,0,0,10.9314842040257,69.5094007766636
9,0,5,0,20.007565,58.143103776549,1566.54399677523,6,1,0,5.43065540311039,74.7725615889017
11,18,0,1,20.007565,47.0956253845738,1560.53802626901,5,1,0,23.1863655639799,59.7243687934368
12,16,4,0,24.0279174738024,30.015975,1490.56990310039,4,1,0,0.006642,66.6956575209132
2,20,0,1,26.7184307143801,32.2824708553492,1735.31788541273,5,0,1,22.309695677978,80.055883570317
1,1,6,0,21.4351335446848,41.0473276336894,1545.91027755781,0,1,1,13.2563450908966,73.1536082978722
5,12,6,1,26.2486976004797,30.015975,1755.43004482693,3,1,0,13.3147149902858,88.4391409042996
10,12,1,1,29.998671,58.2239795389657,1874.22954054866,7,1,0,25.346089352052,85.7778274420738
6,8,4,1,24.4744640558465,49.9284270630945,1271.71809589553,6,0,0,21.4652603045397,73.6010126901091
11,13,2,0,23.6056034568077,40.1981591317948,1813.71730558572,6,1,0,4.17811242495977,70.4764006761085
4,22,1,0,27.1878137355412,41.2016653529594,1445.86622536272,7,1,0,27.1740488894027,95.3919953543428
11,21,0,1,26.3588488306735,46.8901665994535,1770.30326918754,9,1,0,7.55251028006968,76.394793368165
6,14,1,0,23.548311827579,36.0758507079816,1354.06620914996,1,1,1,8.461931984229,72.8829905445672
7,19,5,0,22.2551498563608,39.2233300935426,1889.60565113271,6,1,0,4.22400080693854,64.9993813210666
3,9,6,0,29.6842294846613,30.015975,1760.73757999347,3,0,0,13.6546541999341,82.3324239401727
4,21,4,0,20.1773966813446,54.7014531632478,1213.61211904493,7,1,0,4.1338122567062,81.1303961690993
12,11,0,0,22.8592769467172,52.2609477563231,1276.2784448315,0,0,0,14.0169588673649,66.6546056476049
3,8,6,1,27.0267063373196,59.969085,1166.51717335826,5,0,1,17.3599385032716,92.0714251362946
8,17,2,0,25.4962705957322,53.5775734775383,1444.64104888718,4,0,1,26.2474885574152,73.4534326020726
12,9,0,1,25.9565581050905,44.21404520876,1628.4661624428,7,0,0,18.0714459402093,76.2899871163555
5,4,6,1,26.6378870091071,53.6814383834882,1572.26994019305,2,1,1,25.3644384039092,79.954199402835
11,4,2,1,29.6315093560923,54.4531535981612,1767.55115904609,9,0,1,4.81375523588448,78.6560724601476
3,19,4,0,29.998671,44.4474290957846,1496.45291619757,2,0,0,4.38041710272657,84.3790582117455
10,8,0,1,20.9801668089921,52.7420790786894,1902.87139616496,7,0,1,22.0762665849369,72.5659427027168
3,1,4,1,23.0923120158092,59.969085,1287.46172576352,2,0,1,19.3992748516291,80.7521796275578
1,19,4,0,28.8569793307175,43.2171145788954,1270.20583534242,0,0,0,22.0985348703478,81.5232035796057
11,2,1,0,29.9008913363383,46.3626459022041,1517.07227632403,7,1,0,23.8781479602669,84.7853196967628
4,16,6,0,28.7515238292431,33.882876041897,1567.60633298311,3,1,1,8.70294139385241,78.4276742657571
10,1,5,0,21.0635096993279,36.2847403316081,1687.24773985902,7,0,1,0.870605551082661,68.0625273523629
11,4,1,0,27.8761960488544,42.5697001142119,1225.73227579921,6,1,1,5.94077662451478,77.9090003750483
7,14,3,0,20.6602097594289,41.3898135270727,1278.02933590923,2,1,0,15.8536777331594,72.3769222012016
6,10,0,0,23.1630916251522,33.0533929826273,1615.2917712946,0,0,0,4.33866205080319,75.0070986163593
6,5,4,0,27.4480668412969,55.7105809902366,1238.47594056215,9,1,0,8.78276183635182,77.7020898706784
3,21,0,0,27.9278569386648,40.1237983084916,1140.89791382087,5,1,0,23.3159221671839,89.493613727991
1,19,1,0,24.6781592008169,50.1847937482199,1896.72144417749,6,0,1,7.28880765702161,75.3875451374648
9,3,6,1,23.8799119319127,46.2661797614547,1767.12313523107,7,1,1,26.8086945991922,63.4232956013432
6,21,6,1,24.5510126404292,58.1408040024758,1776.1107590062,0,1,1,13.1908528758652,67.2081818600456
2,3,3,0,24.9810704359026,40.5971234992707,1774.37061380954,1,0,0,28.8727747991816,77.1207803150129
3,2,0,1,20.5333051197545,59.969085,1379.54744659224,2,0,0,14.097734766368,71.5122036390382
2,13,0,1,23.0053402156187,48.7205009663106,1320.28528085003,6,0,1,0.297078573430352,72.7534713928385
3,1,3,0,22.6700992263064,53.4133975548097,1281.38885194267,9,0,0,0.006642,81.2286086850286
1,13,3,0,25.7355530627828,40.6308008073663,1022.71846446436,6,0,1,1.90525413181568,75.7285641654161
3,22,3,0,29.998671,57.6752143893178,1873.27896821222,7,0,1,24.4972188662913,93.5139126298979
3,23,1,1,21.8241428471788,49.6312872580213,1215.14028471642,2,1,0,20.5634333474086,69.5872568487099
10,23,3,1,24.1023771416543,30.015975,1913.54886338242,8,1,1,12.2252083590018,82.1223318620493
7,3,3,0,22.850865421879,43.1130854054529,1890.87195900881,8,0,0,8.35644090067917,77.6358949832566
6,19,1,0,24.7132433997781,30.786355198007,1183.85951654335,0,0,0,25.3128361622107,63.5491371731919
12,11,1,0,29.998671,37.3526183915232,1762.00803060475,8,1,1,16.0214151110803,86.9969552029273
1,11,1,0,27.3449022894588,33.6832982865966,1187.61373313732,2,0,1,17.6639534842286,84.0386841604786
7,18,6,0,22.82581564198,41.7505266065964,1999.982252,4,0,0,10.7322681963769,77.002312113611
5,5,5,1,24.7996455448964,49.0408840546591,1559.68015333619,8,0,0,23.0865930983822,63.6008333906523
6,16,3,0,29.7006537539348,39.3534459288266,1867.20197727023,7,1,1,29.965327,96.8997101736418
12,16,1,0,23.562932354061,47.1082681222136,1094.40901743961,4,1,1,16.1611154694003,68.8210929258139
3,22,3,0,25.6743985111159,45.658528739284,1397.34367962802,7,0,0,17.6294643747455,69.8513844260791
8,20,3,1,22.6418978765568,48.6633575799485,1455.59008974369,4,0,0,18.6019422655862,85.1577881542956
8,11,2,1,20.007565,45.5645515131748,1798.2693438436,5,0,1,27.86053546625,59.8535223337267
6,15,0,0,20.9156541476705,36.3605431195432,1892.81613451666,0,0,1,18.5095993385056,61.862399609057
2,4,6,0,23.1187154168306,56.4358209800436,1069.25763686487,6,1,1,26.0202131772258,72.5122387231174
3,7,2,0,28.0736349456772,45.5806241434549,1723.4035015268,9,0,0,21.6197893440368,74.3894830649797
1,19,2,1,24.5432184758024,31.3291385796015,1556.65914479057,9,1,1,9.65399929054226,90.538465287431
7,9,2,0,22.1541469664366,44.1045250891799,1113.35739931337,5,0,0,4.63506534072729,62.933318924449
5,19,0,1,20.7050404804199,51.3114234092203,1999.982252,5,0,1,19.5489426322964,79.7160168311159
6,18,6,1,25.3438172136011,58.8978013581978,1594.00922039901,5,1,1,21.0623294864025,74.6689734039753
12,5,3,1,20.007565,40.4367754985319,1702.27160772752,9,1,1,20.2149087091386,74.3592536068734
5,11,6,0,20.007565,59.969085,1073.10420962183,1,0,0,0.006642,77.2382116605204
9,8,6,0,21.3641467952214,39.9795698852359,1888.75656811628,0,1,1,9.28306433433097,77.8845706560215
10,5,5,1,21.1238369821097,58.9287035672617,1676.48019451215,2,1,0,17.37597572088,71.9899641937709
9,20,4,0,21.956917599852,44.6600077424159,1944.48227483409,6,1,1,9.31605581922933,53.263278
1,10,1,1,23.9767418665787,53.5008264067855,1280.7234936215,4,0,1,7.34749356051933,77.7080443549689
12,7,1,1,20.6858995928241,43.0575788044293,1263.14045295755,7,0,0,10.1192507977562,71.2176694388215
5,6,0,1,22.705490238874,44.7396651737529,1788.04938794109,4,0,1,23.0032177530684,62.0774438140953
8,9,2,1,21.4128823455591,36.0625114543737,1464.191805924,3,0,1,27.9234516154682,59.316477427284
11,18,3,0,23.4247047831117,45.994274222616,1316.91911593559,2,0,0,21.2259259002911,76.5027601270622
4,10,6,0,27.7361523667336,50.2142653466996,1788.22936922364,3,1,0,27.9649409414644,83.9598336223668
5,5,3,1,24.2554174789114,50.1568654813928,1317.81002774367,4,1,1,11.5334431161877,67.4761277681869
1,1,3,1,27.8259766111762,41.2123453470346,1076.43196632417,0,1,1,7.63254611765837,83.0635493376839
3,7,3,1,25.8130849601066,39.0111750061367,1960.20379280851,7,1,0,0.006642,87.3707095839983
8,21,5,1,29.998671,47.9011242420553,1162.91022736557,1,1,1,29.965327,83.8642225138928
10,8,1,1,26.5591537634331,45.8858426924292,1829.18400883647,0,0,1,13.8969066662617,81.3776728134476
4,12,6,1,25.9622423792171,57.1784433614807,1134.20998125501,2,0,0,13.4786281229469,69.9929660349153
7,1,0,1,25.8635400275934,31.5459101245209,1052.73833094445,3,0,1,4.02158886586989,78.7714475836272
3,12,6,1,21.8948442219011,57.8739022902381,1611.20132896615,3,0,0,24.2754827794602,71.1271303265595
11,0,1,0,20.007565,47.0976796000928,1665.20305399889,6,0,0,0.006642,55.4755214833281
6,22,5,0,25.8407432191102,30.2134178363612,1148.30138393403,9,1,1,8.21661937430138,75.9884249330099
1,1,0,0,24.8287570872614,55.5973129548319,1057.99285600471,3,1,1,26.0997070119588,85.1799201172151
6,6,4,0,27.3870981085182,57.5989571940321,1487.44981797497,3,0,0,25.4031909004147,91.4747367755642
4,18,6,0,20.7701415354129,48.4894553523846,1896.06826395303,9,1,0,16.4110671495748,71.2505269590926
3,5,2,0,21.1073651955667,54.6873320005985,1828.42471388671,1,0,0,2.47634875014955,58.0355721241822
5,22,0,0,20.007565,51.8284988399984,1162.38107152593,0,0,0,24.3983117373235,75.587356442809
10,10,6,1,26.0698735419853,59.969085,1354.5806016277,9,0,0,23.0054745058916,91.4582667043413
4,1,6,0,28.8848307591016,37.7103148261103,1701.9003197157,3,0,1,23.6421383469067,91.5721415771896
8,14,3,1,23.1502184046065,51.9040637993879,1366.42001688978,3,1,1,12.5233065377224,95.1525347871296
7,7,4,1,29.1164691634574,38.772575327861,1079.39962677688,6,0,0,8.73217735052205,72.8814877796931
7,22,3,0,27.6738352524411,59.969085,1343.34822944094,4,0,0,22.6827989977437,86.4594122491269
8,15,6,0,29.1049535476264,44.900944753727,1440.28313622408,4,0,1,26.9614360202962,86.263878286136
11,6,0,0,20.007565,45.3453448736364,1871.56341344392,5,1,0,27.8892677356481,83.6685411976382
9,0,4,0,22.9295622334027,44.0816171615337,1238.88862054861,7,1,1,25.0145231931558,80.1303837957839
4,8,4,1,23.0847598203806,30.015975,1460.48929618685,8,0,0,5.27723145552074,83.5264453944039
5,8,3,1,24.3052347613489,39.6473537020693,1994.52168846643,7,0,0,15.440169420805,87.5025300557807
1,16,6,1,25.6716577679326,59.969084904146,1898.17548089939,6,0,0,27.6357761260233,76.9370035529332
10,15,2,1,28.8398973192434,30.015975,1859.12105024708,7,1,1,22.5559556912705,87.4495518440713
6,10,3,0,27.0335520087499,30.015975,1762.15664035192,2,1,1,0.006642,80.0626031750425
12,13,6,0,29.998671,55.8252951863506,1552.35814743571,9,1,1,26.4521378016134,94.0220922541978
7,13,2,0,29.998671,30.3084465142459,1222.56265189672,0,0,1,15.9335140491367,77.8026940710557
1,1,3,1,27.0852003978845,55.7662329677832,1633.95882630148,5,1,0,5.86337503065493,83.7303213692608
5,13,1,0,26.5711747681728,59.969085,1099.59364568519,4,0,1,14.2681513399057,75.7490202877415
3,2,6,1,29.1515409861061,42.2082793087736,1767.66475715383,4,0,0,15.8176678250299,77.5762968255227
10,9,1,1,25.286384614534,58.2211018015554,1350.8852547907,5,0,1,28.2366389580974,75.8186160272519
5,13,4,0,23.6112062379481,43.9211167617228,1725.65854084659,0,1,1,14.9735618418431,71.3534297083168
5,10,6,0,23.2137104907284,52.0029774283305,1194.29477902507,7,1,1,11.0341975759081,82.7260840305479
3,6,5,0,24.5200701763413,56.6708100001954,1745.71039077335,4,1,0,13.7530706954064,75.6774380885537
1,22,2,0,23.0009198039378,43.6383829329181,1228.32237669027,1,0,0,4.30284458605517,70.2352276173499
5,2,6,0,21.158875592009,30.015975,1437.30587087815,4,1,1,6.21875475387572,66.8248089675302
4,15,0,1,20.4233888627339,32.897147374653,1934.93913181505,6,0,1,25.6749668522655,71.1391089198017
